id_department,id_criteria
62,1
62,4
62,14
62,15
62,16
62,18
62,19
62,21
62,25
62,29
62,30
62,31
62,32
62,34
62,35
62,36
62,37
62,38
62,39
62,40
62,41
62,49
62,51
62,52
62,53
62,63
62,65
62,67
62,70
62,71
62,72
62,73
62,74
62,75
62,76
62,78
62,79
62,81
62,83
62,84
62,86
62,89
62,90
62,93
62,101
62,105
62,109
62,110
62,111
62,112
62,113
62,114
62,120
62,121
62,122
62,123
62,124
62,125
62,126
62,127
62,130
62,138
62,157
62,160
62,161
62,164
62,165
62,166
62,172
62,175
62,176
62,177
62,178
62,179
62,180
62,181
62,182
62,183
62,187
62,188
62,191
